Date,Year,Month,Day,Country,State_Province,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccinated_Percentage,New_Cases_Today,New_Deaths_Today,Population_Millions,Mortality_Rate_Percent,Recovery_Rate_Percent
20-04-2031,2031,April,20,USA,N/A,3254,19,2703,532,44357,82.97,62,0,1192.87,0.58,83.07
21-04-2031,2031,April,21,Australia,N/A,1525,30,1167,328,8250,77.3,72,0,88.75,1.97,76.52
22-04-2031,2031,April,22,Colombia,N/A,4373,95,3595,683,75662,83.38,181,3,1330.39,2.17,82.21
23-04-2031,2031,April,23,Colombia,N/A,3215,92,2881,242,33224,79.66,220,4,1395.53,2.86,89.61
24-04-2031,2031,April,24,Italy,N/A,2549,20,1998,531,15612,88,224,0,530.68,0.78,78.38
25-04-2031,2031,April,25,Iran,N/A,1442,9,1175,258,17120,85.55,72,0,1033.03,0.62,81.48
26-04-2031,2031,April,26,Japan,N/A,4406,44,4031,331,52282,78.62,269,3,298.17,1,91.49
27-04-2031,2031,April,27,Spain,N/A,2454,64,2306,84,12904,80.1,103,2,386.02,2.61,93.97
28-04-2031,2031,April,28,Mexico,N/A,2483,60,2049,374,41797,82.83,163,3,11.41,2.42,82.52
29-04-2031,2031,April,29,South Korea,N/A,2928,50,2433,445,45368,84.4,74,1,988.13,1.71,83.09
30-04-2031,2031,April,30,Italy,N/A,1960,31,1541,388,26126,81.41,142,1,637.78,1.58,78.62
1/5/2031,2031,May,1,Turkey,N/A,4167,53,3112,1002,29290,80.78,305,2,1193.88,1.27,74.68
2/5/2031,2031,May,2,South Africa,N/A,2941,36,2096,809,39839,83.3,143,1,1008.21,1.22,71.27
3/5/2031,2031,May,3,USA,N/A,3989,99,3326,564,25388,92.24,120,4,142.86,2.48,83.38
4/5/2031,2031,May,4,Spain,N/A,3234,22,2485,727,47811,83.63,190,0,1050.85,0.68,76.84
5/5/2031,2031,May,5,UK,N/A,2598,39,2335,224,49621,88.47,53,3,353.52,1.5,89.88
6/5/2031,2031,May,6,Japan,N/A,3910,41,3336,533,34507,78.8,157,2,936.8,1.05,85.32
7/5/2031,2031,May,7,Argentina,N/A,2750,40,2401,309,54832,75.14,64,2,127.56,1.45,87.31
8/5/2031,2031,May,8,Indonesia,N/A,2468,58,1826,584,36931,78.31,97,2,744.31,2.35,73.99
9/5/2031,2031,May,9,Poland,N/A,2634,50,2451,133,20144,83.53,84,2,899.21,1.9,93.05
10/5/2031,2031,May,10,Australia,N/A,3361,19,3157,185,28001,93.01,202,1,147.54,0.57,93.93
11/5/2031,2031,May,11,Bangladesh,N/A,3901,95,2752,1054,67794,72.94,122,5,864.85,2.44,70.55
12/5/2031,2031,May,12,Indonesia,N/A,3911,99,3347,465,52480,83.4,235,8,1073.27,2.53,85.58
13-05-2031,2031,May,13,South Africa,N/A,1637,30,1401,206,19379,83.31,78,1,1009.66,1.83,85.58
14-05-2031,2031,May,14,India,West Bengal,1838,33,1483,322,31626,76.26,99,2,259.96,1.8,80.69
15-05-2031,2031,May,15,USA,N/A,1299,23,1207,69,25623,88.91,71,1,1299.42,1.77,92.92
16-05-2031,2031,May,16,Indonesia,N/A,3766,75,2753,938,53756,78.81,197,0,960.73,1.99,73.1
17-05-2031,2031,May,17,Turkey,N/A,3438,101,2506,831,44339,80.86,268,7,278.9,2.94,72.89
18-05-2031,2031,May,18,Canada,N/A,4179,120,3711,348,36804,81.76,224,3,504.69,2.87,88.8
19-05-2031,2031,May,19,Iran,N/A,4130,44,3136,950,66407,83.2,157,0,761.94,1.07,75.93
20-05-2031,2031,May,20,Iran,N/A,2651,40,2440,171,28616,82.99,229,1,932.12,1.51,92.04
21-05-2031,2031,May,21,Pakistan,N/A,1761,50,1345,366,30824,85.45,64,2,1025.81,2.84,76.38
22-05-2031,2031,May,22,Italy,N/A,3149,32,2900,217,37504,77.66,138,1,756.25,1.02,92.09
23-05-2031,2031,May,23,South Africa,N/A,841,16,782,43,7572,88.58,56,0,1253.41,1.9,92.98
24-05-2031,2031,May,24,Germany,N/A,2633,57,1869,707,30765,85.15,119,2,1150.42,2.16,70.98
25-05-2031,2031,May,25,Japan,N/A,3899,65,3053,781,67565,87.91,111,5,871.85,1.67,78.3
26-05-2031,2031,May,26,Italy,N/A,1246,33,963,250,12684,88.08,36,1,608.87,2.65,77.29
27-05-2031,2031,May,27,Iran,N/A,2949,65,2106,778,39904,73.08,233,2,24.32,2.2,71.41
28-05-2031,2031,May,28,Germany,N/A,2125,45,1575,505,29803,82.29,123,2,930.2,2.12,74.12
29-05-2031,2031,May,29,Australia,N/A,3650,102,2961,587,33734,87.67,116,5,1313.49,2.79,81.12
30-05-2031,2031,May,30,Mexico,N/A,1605,44,1127,434,9312,97.69,13,2,572.11,2.74,70.22
31-05-2031,2031,May,31,Iran,N/A,1711,34,1615,62,28673,80.29,64,1,724.06,1.99,94.39
1/6/2031,2031,June,1,Brazil,N/A,1035,30,800,205,14763,82.59,30,1,824.25,2.9,77.29
2/6/2031,2031,June,2,Indonesia,N/A,3105,31,2200,874,55138,87.11,82,1,129.56,1,70.85
3/6/2031,2031,June,3,Turkey,N/A,5500,123,4027,1350,79189,88.54,367,6,966.52,2.24,73.22
4/6/2031,2031,June,4,China,N/A,1892,22,1731,139,28827,86.81,170,0,1256.03,1.16,91.49
5/6/2031,2031,June,5,Russia,N/A,2297,39,1871,387,16517,82.17,184,1,514.25,1.7,81.45
6/6/2031,2031,June,6,USA,N/A,2255,34,2054,167,39634,82.39,131,0,737.22,1.51,91.09
7/6/2031,2031,June,7,Pakistan,N/A,1614,22,1204,388,14273,82.56,113,1,628.49,1.36,74.6
8/6/2031,2031,June,8,Argentina,N/A,1878,25,1616,237,15520,89.13,24,1,841.57,1.33,86.05
9/6/2031,2031,June,9,Russia,N/A,1966,27,1433,506,31017,91.63,64,1,1294.19,1.37,72.89
10/6/2031,2031,June,10,USA,N/A,2012,45,1822,145,20039,87.97,29,2,113.01,2.24,90.56
11/6/2031,2031,June,11,Australia,N/A,1754,24,1429,301,17142,91.68,65,1,1130.54,1.37,81.47
12/6/2031,2031,June,12,Ukraine,N/A,1206,20,856,330,6238,79.78,42,1,1183.45,1.66,70.98
13-06-2031,2031,June,13,Turkey,N/A,1355,22,1260,73,12141,80.65,5,1,471.08,1.62,92.99
14-06-2031,2031,June,14,Iran,N/A,1595,15,1313,267,25625,75.98,120,1,1248.8,0.94,82.32
15-06-2031,2031,June,15,Ukraine,N/A,3166,75,2644,447,61265,77.91,94,4,669.09,2.37,83.51
16-06-2031,2031,June,16,Canada,N/A,1370,12,1226,132,24645,93.35,73,0,1173.28,0.88,89.49
17-06-2031,2031,June,17,Pakistan,N/A,1971,28,1634,309,33400,87.8,119,1,1299.12,1.42,82.9
18-06-2031,2031,June,18,Japan,N/A,2546,71,2283,192,36666,87.42,114,4,590.98,2.79,89.67
19-06-2031,2031,June,19,Australia,N/A,2398,15,1698,685,27093,68.33,148,0,936.56,0.63,70.81
20-06-2031,2031,June,20,Argentina,N/A,2581,69,2019,493,45984,81.29,92,3,272.64,2.67,78.23
21-06-2031,2031,June,21,Canada,N/A,2335,25,2203,107,20196,83.59,75,2,1360.85,1.07,94.35
22-06-2031,2031,June,22,Mexico,N/A,1360,8,1213,139,22716,87.56,97,0,1201.76,0.59,89.19
23-06-2031,2031,June,23,Ukraine,N/A,1868,32,1695,141,21821,93.07,67,2,1303.81,1.71,90.74
24-06-2031,2031,June,24,UK,N/A,3315,99,2713,503,50427,81.82,226,9,81.31,2.99,81.84
25-06-2031,2031,June,25,Bangladesh,N/A,2488,73,2345,70,21012,72.85,39,3,515.81,2.93,94.25
26-06-2031,2031,June,26,France,N/A,897,7,741,149,6814,92.11,42,0,1326.97,0.78,82.61
27-06-2031,2031,June,27,France,N/A,1107,24,1028,55,7909,86.1,48,0,1301.36,2.17,92.86
28-06-2031,2031,June,28,Pakistan,N/A,2148,59,1650,439,17848,85.32,113,2,695.4,2.75,76.82
29-06-2031,2031,June,29,Ukraine,N/A,2663,70,2449,144,35756,78.48,151,0,503.6,2.63,91.96
30-06-2031,2031,June,30,Ukraine,N/A,1022,14,898,110,10185,83.71,49,0,103.23,1.37,87.87
1/7/2031,2031,July,1,Turkey,N/A,1733,23,1263,447,17490,91.01,156,0,367.65,1.33,72.88
2/7/2031,2031,July,2,Poland,N/A,842,24,674,144,4834,87.75,35,1,483.32,2.85,80.05
3/7/2031,2031,July,3,Spain,N/A,2143,55,1914,174,21000,90.44,38,3,807.29,2.57,89.31
4/7/2031,2031,July,4,Bangladesh,N/A,1380,21,1308,51,26863,85.63,52,0,495.42,1.52,94.78
5/7/2031,2031,July,5,UK,N/A,1898,55,1369,474,20790,77.93,77,1,1373.52,2.9,72.13
6/7/2031,2031,July,6,South Africa,N/A,2298,55,2162,81,13503,79.06,99,0,434.36,2.39,94.08
7/7/2031,2031,July,7,Mexico,N/A,807,4,595,208,4106,93.02,67,0,1073.75,0.5,73.73
8/7/2031,2031,July,8,USA,N/A,1757,47,1464,246,20508,80.51,140,2,26.61,2.68,83.32
9/7/2031,2031,July,9,USA,N/A,2126,54,1754,318,19235,90.31,125,2,842.02,2.54,82.5
10/7/2031,2031,July,10,UK,N/A,1388,34,1225,129,18902,85.41,56,1,825.58,2.45,88.26
11/7/2031,2031,July,11,Argentina,N/A,686,17,518,151,7716,78.92,30,1,199,2.48,75.51
12/7/2031,2031,July,12,South Korea,N/A,3199,39,2496,664,20835,86.07,112,2,673.82,1.22,78.02
13-07-2031,2031,July,13,Mexico,N/A,941,8,851,82,12139,89.16,37,0,183.35,0.85,90.44
14-07-2031,2031,July,14,Brazil,N/A,992,8,925,59,7591,88.06,45,0,1080.16,0.81,93.25
15-07-2031,2031,July,15,Indonesia,N/A,2347,13,1701,633,37706,86.34,145,1,1022.66,0.55,72.48
16-07-2031,2031,July,16,Ukraine,N/A,616,5,452,159,11183,81.62,44,0,1170.26,0.81,73.38
17-07-2031,2031,July,17,India,Kerala,416,10,363,43,4924,82.02,21,0,610.31,2.4,87.26
18-07-2031,2031,July,18,Turkey,N/A,2484,14,2037,433,24696,84.79,247,0,280.84,0.56,82
19-07-2031,2031,July,19,Italy,N/A,2045,39,1928,78,22964,79.52,136,1,754.28,1.91,94.28
20-07-2031,2031,July,20,USA,N/A,2395,62,1971,362,12919,83.88,119,3,910.54,2.59,82.3
21-07-2031,2031,July,21,South Korea,N/A,1384,25,1120,239,23743,91.37,85,1,754.82,1.81,80.92
22-07-2031,2031,July,22,Iran,N/A,502,9,420,73,9487,74.68,37,0,1037.12,1.79,83.67
23-07-2031,2031,July,23,Turkey,N/A,1407,29,1174,204,11870,86.09,87,1,676.64,2.06,83.44
24-07-2031,2031,July,24,France,N/A,1760,21,1362,377,25269,95.11,18,1,399.12,1.19,77.39
25-07-2031,2031,July,25,Italy,N/A,1257,25,983,249,23743,79.92,84,0,694.8,1.99,78.2
26-07-2031,2031,July,26,Brazil,N/A,674,15,558,101,11196,88.35,8,1,94.12,2.23,82.79
27-07-2031,2031,July,27,Australia,N/A,1555,22,1227,306,11249,83.41,28,1,1394.86,1.41,78.91
28-07-2031,2031,July,28,Spain,N/A,28,0,22,6,520,85.74,0,0,945.09,0,78.57
29-07-2031,2031,July,29,France,N/A,700,18,628,54,4817,86.68,55,1,12.3,2.57,89.71
30-07-2031,2031,July,30,Colombia,N/A,199,3,149,47,1372,86.79,12,0,588.95,1.51,74.87
31-07-2031,2031,July,31,Iran,N/A,1912,55,1645,212,32768,86.55,65,2,262.36,2.88,86.04
1/8/2031,2031,August,1,Spain,N/A,1704,10,1358,336,32088,90.72,61,0,333.09,0.59,79.69
2/8/2031,2031,August,2,Argentina,N/A,1032,15,724,293,8048,75.34,42,0,455.3,1.45,70.16
3/8/2031,2031,August,3,Poland,N/A,518,7,422,89,8868,83.69,37,0,336.98,1.35,81.47
4/8/2031,2031,August,4,Bangladesh,N/A,2752,31,2523,198,43079,82.75,139,1,878.65,1.13,91.68
5/8/2031,2031,August,5,Turkey,N/A,2115,20,1823,272,25341,89.65,154,1,1220.33,0.95,86.19
6/8/2031,2031,August,6,Iran,N/A,1265,30,972,263,8878,90.85,49,0,32.33,2.37,76.84
7/8/2031,2031,August,7,Bangladesh,N/A,1389,27,1063,299,21267,85.04,13,1,1391.58,1.94,76.53
8/8/2031,2031,August,8,Argentina,N/A,773,7,654,112,13146,89,49,0,754.9,0.91,84.61
9/8/2031,2031,August,9,Japan,N/A,59,0,41,18,968,86.43,4,0,1046.92,0,69.49
10/8/2031,2031,August,10,Italy,N/A,537,10,481,46,8055,80.61,17,0,1112.18,1.86,89.57
11/8/2031,2031,August,11,Mexico,N/A,403,10,358,35,6195,90.33,20,0,9.85,2.48,88.83
12/8/2031,2031,August,12,Poland,N/A,127,3,100,24,762,79.97,5,0,1282.55,2.36,78.74
13-08-2031,2031,August,13,UK,N/A,236,4,189,43,2982,88.85,7,0,150.51,1.69,80.08
14-08-2031,2031,August,14,India,Odisha,425,9,348,68,4065,79.41,30,0,598.89,2.12,81.88
15-08-2031,2031,August,15,Pakistan,N/A,1622,36,1196,390,31689,85.73,114,1,585.45,2.22,73.74
16-08-2031,2031,August,16,Germany,N/A,1788,30,1283,475,31487,91.81,49,1,191.05,1.68,71.76
17-08-2031,2031,August,17,Poland,N/A,1868,51,1337,480,36099,88.64,157,4,998.86,2.73,71.57
18-08-2031,2031,August,18,Japan,N/A,59,1,43,15,937,94.49,0,0,858.57,1.69,72.88
19-08-2031,2031,August,19,Iran,N/A,300,3,244,53,1882,82.22,11,0,1176.55,1,81.33
20-08-2031,2031,August,20,France,N/A,84,1,63,20,728,89.86,6,0,815.68,1.19,75
21-08-2031,2031,August,21,Russia,N/A,506,13,422,71,2608,81.03,35,0,387.88,2.57,83.4
22-08-2031,2031,August,22,Bangladesh,N/A,1798,17,1529,252,20433,81.37,98,0,100.53,0.95,85.04
23-08-2031,2031,August,23,Pakistan,N/A,1180,9,883,288,17254,84.21,53,0,1170.57,0.76,74.83
24-08-2031,2031,August,24,Iran,N/A,880,14,761,105,15990,91.39,41,0,862.72,1.59,86.48
25-08-2031,2031,August,25,Turkey,N/A,552,16,499,37,9566,82.62,25,0,844.7,2.9,90.4
26-08-2031,2031,August,26,Canada,N/A,1437,21,1327,89,22783,85.41,98,0,335.12,1.46,92.35
27-08-2031,2031,August,27,South Korea,N/A,1079,25,988,66,21074,87.87,65,1,680.47,2.32,91.57
28-08-2031,2031,August,28,Ukraine,N/A,535,8,408,119,9566,93.04,26,0,504.26,1.5,76.26
29-08-2031,2031,August,29,Brazil,N/A,569,9,427,133,5688,82.2,30,0,512.79,1.58,75.04
30-08-2031,2031,August,30,Germany,N/A,763,4,660,99,14395,82.53,60,0,1109.38,0.52,86.5
31-08-2031,2031,August,31,France,N/A,142,4,126,12,896,84.12,7,0,1174.28,2.82,88.73
1/9/2031,2031,September,1,USA,N/A,381,6,333,42,4788,80.05,17,0,71.07,1.57,87.4
2/9/2031,2031,September,2,India,Tamil Nadu,1876,15,1552,309,25252,97.92,91,0,1096.14,0.8,82.73
3/9/2031,2031,September,3,Japan,N/A,1295,7,1219,69,17996,86.27,85,0,929.67,0.54,94.13
4/9/2031,2031,September,4,South Korea,N/A,604,11,460,133,9324,83.07,43,0,686.19,1.82,76.16
5/9/2031,2031,September,5,USA,N/A,89,2,75,12,568,84.27,2,0,1374.43,2.25,84.27
6/9/2031,2031,September,6,Pakistan,N/A,655,17,513,125,4604,90.57,14,1,748.05,2.6,78.32
7/9/2031,2031,September,7,Brazil,N/A,627,18,571,38,11804,76.77,16,1,726.38,2.87,91.07
8/9/2031,2031,September,8,Pakistan,N/A,83,1,67,15,1212,79.5,5,0,379.54,1.2,80.72
9/9/2031,2031,September,9,South Africa,N/A,511,13,428,70,6806,85.74,36,0,905.33,2.54,83.76
10/9/2031,2031,September,10,Pakistan,N/A,431,3,335,93,6278,84.15,41,0,262.62,0.7,77.73
11/9/2031,2031,September,11,Iran,N/A,524,7,434,83,9689,85.16,37,0,1005.72,1.34,82.82
12/9/2031,2031,September,12,Colombia,N/A,590,11,435,144,8437,82.68,18,0,1335.23,1.86,73.73
13-09-2031,2031,September,13,USA,N/A,760,10,658,92,7748,84.37,41,0,1172.68,1.32,86.58
14-09-2031,2031,September,14,Argentina,N/A,276,8,232,36,4033,81.93,15,0,838.28,2.9,84.06
15-09-2031,2031,September,15,France,N/A,610,16,509,85,10199,89.23,40,0,744.7,2.62,83.44
16-09-2031,2031,September,16,Iran,N/A,113,1,90,22,1325,83.51,6,0,599.56,0.88,79.65
17-09-2031,2031,September,17,Australia,N/A,1341,19,1249,73,20654,79.09,118,1,811.01,1.42,93.14
18-09-2031,2031,September,18,Turkey,N/A,922,15,737,170,15438,91.47,48,0,1275.98,1.63,79.93
19-09-2031,2031,September,19,Turkey,N/A,1415,35,1291,89,26864,90.66,81,1,788.94,2.47,91.24
20-09-2031,2031,September,20,South Korea,N/A,24,0,17,7,378,86.47,1,0,917.04,0,70.83
21-09-2031,2031,September,21,Argentina,N/A,1101,12,974,115,10033,88.3,51,0,302.39,1.09,88.47
22-09-2031,2031,September,22,South Korea,N/A,42,0,33,9,683,74.68,2,0,989.18,0,78.57
23-09-2031,2031,September,23,Argentina,N/A,1281,33,1116,132,19058,79.46,51,1,930.32,2.58,87.12
24-09-2031,2031,September,24,Mexico,N/A,2096,22,1509,565,11305,83.99,117,0,482.28,1.05,71.99
25-09-2031,2031,September,25,Argentina,N/A,479,2,402,75,8292,86.59,14,0,468.32,0.42,83.92
26-09-2031,2031,September,26,Bangladesh,N/A,196,4,147,45,2519,90.24,13,0,969.81,2.04,75
27-09-2031,2031,September,27,USA,N/A,652,6,489,157,13015,87.52,22,0,68.05,0.92,75
28-09-2031,2031,September,28,France,N/A,25,0,21,4,430,92.04,0,0,774.73,0,84
29-09-2031,2031,September,29,Iran,N/A,765,4,659,102,6447,81.56,30,0,1170.31,0.52,86.14
30-09-2031,2031,September,30,South Korea,N/A,300,1,218,81,5158,84.69,19,0,1080.68,0.33,72.67
1/10/2031,2031,October,1,Spain,N/A,893,9,776,108,6047,88.55,64,0,1069.4,1.01,86.9
2/10/2031,2031,October,2,Argentina,N/A,341,4,296,41,4948,77.3,20,0,1388.46,1.17,86.8
3/10/2031,2031,October,3,Brazil,N/A,643,3,538,102,6523,83.23,45,0,782.7,0.47,83.67
4/10/2031,2031,October,4,Russia,N/A,189,2,167,20,3420,82.09,8,0,882.85,1.06,88.36
5/10/2031,2031,October,5,Japan,N/A,358,10,305,43,5622,87.11,14,0,1189.68,2.79,85.2
6/10/2031,2031,October,6,UK,N/A,153,0,138,15,2655,83.77,4,0,1192.05,0,90.2
7/10/2031,2031,October,7,India,Delhi,643,9,605,29,9912,93.24,30,0,789.49,1.4,94.09
8/10/2031,2031,October,8,Spain,N/A,201,5,181,15,1032,85.28,3,0,671.97,2.49,90.05
9/10/2031,2031,October,9,Pakistan,N/A,165,2,121,42,2486,71.74,9,0,448.52,1.21,73.33
10/10/2031,2031,October,10,Colombia,N/A,444,10,419,15,6891,82.88,4,0,833.56,2.25,94.37
11/10/2031,2031,October,11,Ukraine,N/A,123,2,108,13,2266,82.66,9,0,1278.04,1.63,87.8
12/10/2031,2031,October,12,Italy,N/A,296,4,254,38,4717,82.7,14,0,1185.12,1.35,85.81
13-10-2031,2031,October,13,Turkey,N/A,1916,51,1370,495,20740,87.47,152,4,31.36,2.66,71.5
14-10-2031,2031,October,14,Turkey,N/A,266,7,191,68,5010,92.14,13,0,777.57,2.63,71.8
15-10-2031,2031,October,15,Japan,N/A,214,5,164,45,1171,83.51,12,0,689.74,2.34,76.64
16-10-2031,2031,October,16,France,N/A,1313,23,1210,80,17970,92.65,84,0,213.46,1.75,92.16
17-10-2031,2031,October,17,Australia,N/A,257,1,238,18,2558,87.34,10,0,180.65,0.39,92.61
18-10-2031,2031,October,18,Colombia,N/A,293,6,211,76,1973,81.68,10,0,1348.92,2.05,72.01
19-10-2031,2031,October,19,Germany,N/A,2724,20,2232,472,45291,91.34,63,0,299.26,0.73,81.94
20-10-2031,2031,October,20,South Africa,N/A,101,2,81,18,1102,87.78,6,0,352.38,1.98,80.2
21-10-2031,2031,October,21,Canada,N/A,1913,39,1494,380,20309,87.68,58,0,905.5,2.04,78.1
22-10-2031,2031,October,22,Bangladesh,N/A,927,18,729,180,14892,89.85,52,0,885.52,1.94,78.64
23-10-2031,2031,October,23,Canada,N/A,189,3,170,16,3219,95.11,11,0,1156.9,1.59,89.95
24-10-2031,2031,October,24,Mexico,N/A,1277,23,1061,193,10268,88.49,61,0,960.82,1.8,83.09
25-10-2031,2031,October,25,Ukraine,N/A,180,2,147,31,949,82.46,9,0,577.86,1.11,81.67
26-10-2031,2031,October,26,Russia,N/A,1521,38,1222,261,21968,91.3,80,1,369.15,2.5,80.34
27-10-2031,2031,October,27,USA,N/A,2651,40,1915,696,39139,89.48,129,1,574.1,1.51,72.24
28-10-2031,2031,October,28,Bangladesh,N/A,991,8,788,195,6634,92.18,39,0,1252.52,0.81,79.52
29-10-2031,2031,October,29,Mexico,N/A,680,7,613,60,9621,87.97,43,0,790.92,1.03,90.15
30-10-2031,2031,October,30,Indonesia,N/A,347,9,297,41,5008,83.67,17,0,222.85,2.59,85.59
31-10-2031,2031,October,31,Australia,N/A,1284,16,992,276,11529,82.81,55,0,722.89,1.25,77.26
1/11/2031,2031,November,1,South Korea,N/A,1453,17,1064,372,16529,86.33,81,0,162.02,1.17,73.23
2/11/2031,2031,November,2,France,N/A,1530,45,1448,37,15718,83.57,65,2,456.83,2.94,94.64
3/11/2031,2031,November,3,Russia,N/A,599,5,541,53,7221,86.8,14,0,206.22,0.83,90.32
4/11/2031,2031,November,4,Canada,N/A,326,3,293,30,6223,79.38,21,0,1235.87,0.92,89.88
5/11/2031,2031,November,5,India,Assam,1072,13,866,193,16462,75.75,58,0,1296.81,1.21,80.78
6/11/2031,2031,November,6,UK,N/A,854,16,628,210,13414,86.48,48,1,867.24,1.87,73.54
7/11/2031,2031,November,7,Pakistan,N/A,750,15,671,64,4307,82.15,13,1,1254.53,2,89.47
8/11/2031,2031,November,8,USA,N/A,322,5,276,41,2655,76.01,8,0,1121.32,1.55,85.71
9/11/2031,2031,November,9,Russia,N/A,299,7,225,67,2817,88.71,7,0,1058.39,2.34,75.25
10/11/2031,2031,November,10,Indonesia,N/A,1114,14,922,178,7590,80.1,11,0,600.04,1.26,82.76
11/11/2031,2031,November,11,Mexico,N/A,160,3,139,18,1027,81.6,6,0,249.91,1.88,86.88
12/11/2031,2031,November,12,Colombia,N/A,366,4,312,50,6720,95.3,33,0,523.61,1.09,85.25
13-11-2031,2031,November,13,Russia,N/A,3,0,2,1,58,84.77,0,0,1209.6,0,66.67
14-11-2031,2031,November,14,Japan,N/A,583,4,462,117,6730,87.24,19,0,614.84,0.69,79.25
15-11-2031,2031,November,15,China,N/A,727,18,560,149,3914,92.54,36,0,359.73,2.48,77.03
16-11-2031,2031,November,16,Colombia,N/A,752,8,560,184,7014,90.2,48,0,181.45,1.06,74.47
17-11-2031,2031,November,17,India,Kerala,1150,22,947,181,6344,77.76,102,0,804.77,1.91,82.35
18-11-2031,2031,November,18,Mexico,N/A,2056,27,1461,568,18471,76.39,159,1,783.68,1.31,71.06
19-11-2031,2031,November,19,China,N/A,200,5,176,19,3138,91.06,7,0,403.3,2.5,88
20-11-2031,2031,November,20,USA,N/A,86,2,70,14,1085,86.65,5,0,115.12,2.33,81.4
21-11-2031,2031,November,21,Pakistan,N/A,62,1,52,9,1072,90.44,2,0,1310.08,1.61,83.87
22-11-2031,2031,November,22,Bangladesh,N/A,1001,18,919,64,6965,91.99,75,0,906.25,1.8,91.81
23-11-2031,2031,November,23,Argentina,N/A,159,1,126,32,2017,73.19,8,0,372.92,0.63,79.25
24-11-2031,2031,November,24,Japan,N/A,1245,31,1067,147,22214,80.23,63,1,28.43,2.49,85.7
25-11-2031,2031,November,25,UK,N/A,260,7,237,16,1585,86.08,8,0,350.83,2.69,91.15
26-11-2031,2031,November,26,UK,N/A,129,0,93,36,2018,84.18,4,0,528.78,0,72.09
27-11-2031,2031,November,27,USA,N/A,630,9,593,28,7348,90.26,17,0,126.68,1.43,94.13
28-11-2031,2031,November,28,Turkey,N/A,601,5,494,102,5820,100,34,0,806.41,0.83,82.2
29-11-2031,2031,November,29,UK,N/A,80,1,67,12,671,92.66,3,0,210.65,1.25,83.75
30-11-2031,2031,November,30,Australia,N/A,734,8,643,83,10339,91.94,4,0,464.91,1.09,87.6
1/12/2031,2031,December,1,Bangladesh,N/A,519,14,371,134,3367,94.3,49,0,7.48,2.7,71.48
2/12/2031,2031,December,2,Turkey,N/A,164,2,151,11,2429,86.95,7,0,1144.53,1.22,92.07
3/12/2031,2031,December,3,Argentina,N/A,1333,8,1041,284,6917,90.32,78,0,917.15,0.6,78.09
4/12/2031,2031,December,4,Argentina,N/A,22,0,19,3,384,88.18,1,0,531.27,0,86.36
5/12/2031,2031,December,5,Mexico,N/A,439,6,353,80,3171,87.87,3,0,468,1.37,80.41
6/12/2031,2031,December,6,Turkey,N/A,1430,40,1076,314,10313,81.26,49,2,114.34,2.8,75.24
7/12/2031,2031,December,7,India,Uttar Pradesh,70,1,50,19,536,83.43,5,0,1303.6,1.43,71.43
8/12/2031,2031,December,8,China,N/A,887,10,697,180,9550,81.04,35,0,64.37,1.13,78.58
9/12/2031,2031,December,9,Italy,N/A,189,4,172,13,970,86.76,13,0,209.51,2.12,91.01
10/12/2031,2031,December,10,Germany,N/A,211,3,194,14,2915,91.05,15,0,1359.06,1.42,91.94
11/12/2031,2031,December,11,Iran,N/A,1250,35,1063,152,21352,92.26,76,1,1223.38,2.8,85.04
12/12/2031,2031,December,12,France,N/A,252,5,235,12,2931,85.86,26,0,588.01,1.98,93.25
13-12-2031,2031,December,13,USA,N/A,188,5,159,24,1749,89.93,10,0,817.86,2.66,84.57
14-12-2031,2031,December,14,Russia,N/A,719,21,536,162,11736,90.36,69,1,248.59,2.92,74.55
15-12-2031,2031,December,15,Russia,N/A,493,5,373,115,4318,82.81,35,0,662.42,1.01,75.66
16-12-2031,2031,December,16,South Korea,N/A,1259,23,1185,51,13667,83.88,49,0,1226.23,1.83,94.12
17-12-2031,2031,December,17,India,Telangana,639,3,479,157,9149,99.5,25,0,1125.26,0.47,74.96
18-12-2031,2031,December,18,Germany,N/A,221,2,169,50,2837,91.5,7,0,694.86,0.9,76.47
19-12-2031,2031,December,19,Canada,N/A,10,0,8,2,91,91.84,1,0,489.56,0,80
20-12-2031,2031,December,20,India,Gujarat,771,8,686,77,11359,90.38,50,0,327.46,1.04,88.98
21-12-2031,2031,December,21,Mexico,N/A,385,9,346,30,6916,92.99,25,0,967.19,2.34,89.87
22-12-2031,2031,December,22,South Korea,N/A,117,2,108,7,632,97.89,8,0,1294.27,1.71,92.31
23-12-2031,2031,December,23,Indonesia,N/A,601,17,534,50,4571,91.04,57,0,1361.36,2.83,88.85
24-12-2031,2031,December,24,Poland,N/A,82,0,63,19,676,90.1,4,0,1066.07,0,76.83
25-12-2031,2031,December,25,Poland,N/A,730,3,558,169,14480,84.72,39,0,1389.98,0.41,76.44
26-12-2031,2031,December,26,France,N/A,499,13,352,134,8267,77.66,32,0,902,2.61,70.54
27-12-2031,2031,December,27,France,N/A,501,3,461,37,5626,90.76,33,0,787.53,0.6,92.02
28-12-2031,2031,December,28,South Africa,N/A,316,8,279,29,2710,81.84,9,0,1331.06,2.53,88.29
29-12-2031,2031,December,29,Australia,N/A,267,5,208,54,2018,82.73,18,0,165.38,1.87,77.9
30-12-2031,2031,December,30,Spain,N/A,943,6,725,212,11898,92.88,34,0,865.42,0.64,76.88
