Country,Region,Year,Happiness Score,GDP per Capita,Social Support,Healthy Life Expectancy,Freedom to Make Choices,Generosity,Perceptions of Corruption
India,South Asia,2016,5.989,1.469,1.417,1.136,0.892,0.083,0.029
Iceland,Europe,2024,7.48,1.934,1.462,1.4,0.582,0.46,0.04
Austria,Europe,2020,7.664,1.876,1.639,1.257,0.804,0.027,0.453
New Zealand,Oceania,2023,3.809,1.001,1.084,0.732,0.462,0.071,0.299
Norway,Europe,2023,6.677,1.749,1.581,1.123,0.635,0.058,0.286
Netherlands,Europe,2026,5.581,1.496,1.345,0.993,0.678,0.004,0.198
Norway,Europe,2018,6.956,1.608,1.517,1.25,0.422,0.355,0.251
Netherlands,Europe,2020,5.867,1.341,1.234,1.166,0.474,0.263,0.093
Denmark,Europe,2016,4.002,1.069,1.096,0.765,0.494,0.338,0.178
New Zealand,Oceania,2021,4.814,1.232,1.126,0.978,0.638,0.143,0.062
Austria,Europe,2022,7.749,1.842,1.723,1.274,0.479,0.374,0.262
Netherlands,Europe,2024,5.216,1.225,1.202,0.902,0.682,0.093,0.274
Denmark,Europe,2018,4.923,1.221,1.213,0.967,0.862,0.553,0.362
Norway,Europe,2016,6.0,1.543,1.365,1.062,0.51,0.345,0.36
India,South Asia,2017,3.411,0.936,0.987,0.613,0.4,0.489,0.447
New Zealand,Oceania,2018,7.759,1.78,1.66,1.401,0.722,0.476,0.459
New Zealand,Oceania,2025,3.206,0.846,0.879,0.624,0.786,0.132,0.005
Switzerland,Europe,2020,6.487,1.565,1.492,1.161,0.403,0.054,0.355
United States,North America,2015,7.381,1.809,1.533,1.277,0.379,0.356,0.291
United States,North America,2024,3.966,0.995,0.843,0.754,0.557,0.578,0.327
Finland,Europe,2023,4.562,1.09,0.998,0.836,0.65,0.205,0.429
Iceland,Europe,2017,4.648,1.249,1.134,0.836,0.851,0.12,0.368
Iceland,Europe,2022,7.39,1.7,1.626,1.396,0.753,0.167,0.359
Austria,Europe,2020,7.103,1.799,1.653,1.315,0.862,0.116,0.25
Denmark,Europe,2017,3.553,0.978,1.026,0.735,0.384,0.236,0.312
Austria,Europe,2024,5.913,1.36,1.207,1.061,0.723,0.351,0.022
India,South Asia,2022,5.905,1.571,1.288,1.084,0.543,0.433,0.376
Germany,Europe,2019,5.462,1.461,1.18,1.115,0.347,0.435,0.33
Luxembourg,Europe,2022,4.866,1.199,1.004,0.947,0.896,0.336,0.273
Austria,Europe,2017,3.668,0.985,1.056,0.826,0.504,0.326,0.276
Australia,Oceania,2021,6.791,1.55,1.605,1.133,0.586,0.552,0.244
Sweden,Europe,2021,6.004,1.415,1.401,1.062,0.593,0.393,0.272
Norway,Europe,2016,4.548,1.292,1.056,0.847,0.478,0.026,0.342
Australia,Oceania,2017,5.895,1.495,1.165,1.053,0.881,0.333,0.467
Denmark,Europe,2019,7.093,1.83,1.556,1.333,0.62,0.323,0.281
Denmark,Europe,2018,3.501,1.022,0.812,0.697,0.348,0.211,0.495
Austria,Europe,2016,5.778,1.386,1.395,1.127,0.361,0.386,0.361
Denmark,Europe,2020,6.471,1.516,1.359,1.239,0.839,0.168,0.012
Sweden,Europe,2021,4.81,1.191,1.07,0.905,0.527,0.34,0.039
Denmark,Europe,2018,7.495,1.932,1.713,1.356,0.433,0.03,0.05
Switzerland,Europe,2017,5.419,1.49,1.206,1.018,0.717,0.108,0.466
Australia,Oceania,2015,4.326,1.236,1.066,0.846,0.648,0.449,0.077
Austria,Europe,2017,3.378,0.802,0.989,0.658,0.527,0.477,0.345
Austria,Europe,2023,3.446,0.985,0.745,0.617,0.372,0.37,0.338
United States,North America,2026,7.744,1.975,1.753,1.311,0.803,0.102,0.099
India,South Asia,2026,7.116,1.643,1.422,1.217,0.644,0.528,0.209
Luxembourg,Europe,2022,3.799,0.952,0.824,0.752,0.654,0.17,0.423
Australia,Oceania,2024,3.577,0.841,0.981,0.675,0.512,0.237,0.458
Canada,North America,2015,3.195,0.757,0.735,0.643,0.591,0.503,0.157
United States,North America,2015,4.581,1.06,1.211,0.815,0.473,0.078,0.245
New Zealand,Oceania,2017,3.483,0.927,0.734,0.777,0.685,0.42,0.236
Luxembourg,Europe,2018,4.966,1.271,1.202,0.949,0.414,0.19,0.046
Luxembourg,Europe,2016,3.937,1.121,1.034,0.889,0.38,0.429,0.49
Iceland,Europe,2019,6.52,1.728,1.438,1.218,0.312,0.312,0.128
Finland,Europe,2025,6.401,1.468,1.524,1.164,0.689,0.152,0.091
Germany,Europe,2017,4.115,1.171,1.077,0.888,0.741,0.386,0.264
Finland,Europe,2015,6.386,1.489,1.403,1.097,0.603,0.176,0.027
India,South Asia,2021,3.873,0.942,0.912,0.753,0.82,0.339,0.427
New Zealand,Oceania,2015,4.715,1.226,0.995,0.833,0.697,0.392,0.117
Iceland,Europe,2022,6.578,1.526,1.561,1.275,0.823,0.126,0.008
Canada,North America,2023,4.651,1.151,1.016,0.847,0.741,0.545,0.393
Canada,North America,2015,4.381,1.151,0.96,0.779,0.372,0.362,0.019
Germany,Europe,2023,3.717,0.975,1.0,0.849,0.835,0.153,0.043
Denmark,Europe,2026,5.099,1.262,1.25,0.916,0.815,0.135,0.181
Sweden,Europe,2025,5.139,1.294,1.093,1.068,0.585,0.32,0.109
Norway,Europe,2018,5.843,1.574,1.176,1.127,0.822,0.592,0.167
Iceland,Europe,2016,4.103,1.15,0.881,0.769,0.477,0.225,0.211
Luxembourg,Europe,2022,7.552,1.773,1.693,1.368,0.37,0.486,0.045
Norway,Europe,2020,6.256,1.563,1.436,1.166,0.766,0.144,0.214
India,South Asia,2020,5.062,1.339,1.219,1.001,0.485,0.397,0.184
United States,North America,2020,4.648,1.223,1.162,0.979,0.563,0.216,0.215
Australia,Oceania,2018,6.139,1.634,1.243,1.133,0.839,0.06,0.247
Netherlands,Europe,2016,7.322,1.789,1.425,1.219,0.652,0.074,0.075
Iceland,Europe,2026,6.603,1.713,1.32,1.13,0.8,0.433,0.403
Austria,Europe,2024,7.149,1.753,1.48,1.286,0.683,0.201,0.385
Denmark,Europe,2018,6.062,1.503,1.279,1.198,0.397,0.452,0.4
India,South Asia,2021,7.483,1.915,1.668,1.259,0.482,0.298,0.294
India,South Asia,2023,4.089,0.982,0.981,0.745,0.716,0.345,0.371
Netherlands,Europe,2021,7.631,1.729,1.571,1.381,0.327,0.05,0.038
Norway,Europe,2026,7.3,1.795,1.595,1.264,0.311,0.013,0.444
Sweden,Europe,2021,7.624,1.814,1.562,1.333,0.734,0.577,0.268
Denmark,Europe,2018,5.229,1.21,1.31,0.942,0.383,0.598,0.174
Iceland,Europe,2015,4.758,1.304,1.05,0.86,0.554,0.42,0.022
United States,North America,2020,4.662,1.137,1.135,0.857,0.664,0.303,0.109
United States,North America,2023,5.647,1.431,1.333,1.131,0.894,0.421,0.257
Canada,North America,2020,4.844,1.259,1.272,0.852,0.776,0.599,0.403
Netherlands,Europe,2026,4.242,0.984,0.931,0.894,0.364,0.178,0.281
Iceland,Europe,2020,5.606,1.529,1.113,1.038,0.603,0.176,0.263
Iceland,Europe,2017,5.033,1.325,1.131,1.019,0.738,0.324,0.439
Austria,Europe,2016,5.553,1.289,1.269,1.004,0.624,0.388,0.322
Sweden,Europe,2015,5.665,1.479,1.247,0.958,0.689,0.38,0.036
Australia,Oceania,2023,5.286,1.324,1.277,0.97,0.698,0.423,0.323
Norway,Europe,2023,6.867,1.725,1.586,1.257,0.395,0.186,0.165
New Zealand,Oceania,2026,6.323,1.59,1.415,1.144,0.626,0.005,0.048
India,South Asia,2016,4.255,1.013,0.965,0.789,0.318,0.246,0.014
Sweden,Europe,2025,4.499,1.174,0.917,0.933,0.672,0.115,0.108
Germany,Europe,2025,5.767,1.456,1.22,1.104,0.833,0.026,0.209
Luxembourg,Europe,2026,5.815,1.334,1.21,0.985,0.641,0.387,0.08
New Zealand,Oceania,2024,4.704,1.087,1.125,0.937,0.449,0.442,0.191
Luxembourg,Europe,2025,6.381,1.471,1.262,1.196,0.867,0.464,0.416
Austria,Europe,2019,4.462,1.201,1.117,0.904,0.868,0.22,0.02
Australia,Oceania,2015,3.377,0.844,1.004,0.767,0.854,0.163,0.287
Austria,Europe,2019,5.734,1.491,1.25,1.095,0.773,0.173,0.473
United States,North America,2022,4.266,1.235,0.884,0.812,0.479,0.232,0.459
Luxembourg,Europe,2021,7.401,1.784,1.689,1.315,0.487,0.27,0.212
Luxembourg,Europe,2018,4.346,1.18,1.001,0.804,0.386,0.583,0.261
Netherlands,Europe,2016,3.954,1.022,0.975,0.73,0.467,0.47,0.209
Luxembourg,Europe,2020,5.109,1.189,1.072,1.012,0.588,0.289,0.299
Australia,Oceania,2020,3.225,0.972,0.965,0.607,0.428,0.054,0.439
Australia,Oceania,2023,4.257,1.062,0.975,0.839,0.709,0.303,0.476
New Zealand,Oceania,2023,6.833,1.637,1.443,1.267,0.858,0.43,0.388
Denmark,Europe,2018,4.541,1.238,1.153,0.888,0.622,0.456,0.409
New Zealand,Oceania,2015,6.329,1.691,1.416,1.074,0.41,0.323,0.358
Luxembourg,Europe,2019,5.759,1.563,1.196,0.998,0.815,0.174,0.166
Netherlands,Europe,2025,4.458,1.091,1.125,0.8,0.409,0.527,0.353
Austria,Europe,2023,3.669,0.957,0.845,0.652,0.471,0.228,0.046
Switzerland,Europe,2017,4.839,1.126,1.182,0.972,0.801,0.291,0.484
Norway,Europe,2021,5.646,1.403,1.117,1.089,0.639,0.563,0.297
Germany,Europe,2020,7.098,1.85,1.476,1.195,0.778,0.472,0.106
New Zealand,Oceania,2018,5.793,1.352,1.293,1.155,0.604,0.473,0.014
Switzerland,Europe,2017,5.398,1.322,1.266,1.093,0.406,0.242,0.078
Iceland,Europe,2023,6.601,1.736,1.499,1.199,0.524,0.535,0.396
United States,North America,2018,6.358,1.583,1.275,1.167,0.416,0.425,0.139
India,South Asia,2016,3.393,0.919,0.771,0.78,0.302,0.506,0.261
Denmark,Europe,2018,3.982,0.952,1.004,0.839,0.524,0.008,0.203
Netherlands,Europe,2019,4.668,1.204,1.151,0.993,0.386,0.408,0.117
Austria,Europe,2023,6.041,1.573,1.481,1.16,0.394,0.135,0.381
Sweden,Europe,2018,4.418,1.14,1.17,0.914,0.57,0.588,0.397
Austria,Europe,2020,3.539,0.967,0.842,0.793,0.837,0.144,0.382
Denmark,Europe,2026,4.881,1.321,1.148,0.959,0.337,0.352,0.15
United States,North America,2016,4.066,1.098,0.876,0.734,0.413,0.49,0.017
Iceland,Europe,2015,3.271,0.918,0.921,0.637,0.418,0.174,0.35
Denmark,Europe,2018,5.408,1.273,1.212,1.036,0.343,0.489,0.469
New Zealand,Oceania,2023,6.645,1.59,1.499,1.158,0.817,0.208,0.424
Switzerland,Europe,2019,5.344,1.458,1.203,1.101,0.394,0.425,0.326
New Zealand,Oceania,2025,7.235,1.662,1.513,1.249,0.875,0.071,0.445
Sweden,Europe,2018,5.866,1.552,1.272,1.163,0.447,0.416,0.368
Australia,Oceania,2020,3.129,0.83,0.677,0.75,0.872,0.441,0.363
Iceland,Europe,2024,3.355,0.989,0.872,0.74,0.768,0.246,0.072
Netherlands,Europe,2015,5.178,1.396,1.163,0.92,0.403,0.446,0.287
New Zealand,Oceania,2018,5.362,1.367,1.137,0.98,0.475,0.233,0.25
Sweden,Europe,2019,4.889,1.222,1.066,1.033,0.344,0.386,0.087
Australia,Oceania,2018,7.388,1.776,1.677,1.258,0.384,0.19,0.171
Austria,Europe,2019,4.79,1.207,1.175,0.868,0.311,0.294,0.224
Norway,Europe,2026,3.642,0.979,0.826,0.822,0.404,0.012,0.224
Finland,Europe,2025,6.043,1.468,1.193,1.103,0.424,0.389,0.292
United States,North America,2018,3.331,0.971,0.875,0.768,0.456,0.392,0.059
Austria,Europe,2016,6.151,1.61,1.304,1.182,0.707,0.209,0.438
Switzerland,Europe,2016,6.112,1.518,1.336,1.186,0.477,0.022,0.44
United States,North America,2022,3.342,0.908,0.929,0.71,0.611,0.431,0.086
Australia,Oceania,2017,3.711,0.997,0.945,0.681,0.345,0.1,0.293
Iceland,Europe,2018,4.321,1.176,0.952,0.828,0.857,0.495,0.128
Germany,Europe,2023,6.196,1.638,1.379,1.142,0.833,0.033,0.314
Sweden,Europe,2023,5.648,1.519,1.118,1.073,0.547,0.303,0.372
Australia,Oceania,2024,3.984,1.102,0.973,0.744,0.59,0.276,0.346
Germany,Europe,2023,5.816,1.481,1.371,1.15,0.564,0.206,0.051
Austria,Europe,2022,3.329,0.983,0.941,0.683,0.456,0.071,0.426
New Zealand,Oceania,2015,4.278,1.147,0.948,0.787,0.313,0.346,0.075
Switzerland,Europe,2024,3.503,0.899,0.931,0.666,0.833,0.173,0.166
Germany,Europe,2026,4.218,0.997,0.948,0.905,0.713,0.525,0.052
New Zealand,Oceania,2021,4.1,1.132,1.129,0.878,0.321,0.19,0.014
Iceland,Europe,2022,3.382,0.863,0.8,0.687,0.543,0.463,0.071
Germany,Europe,2015,6.008,1.515,1.228,1.172,0.497,0.22,0.21
Switzerland,Europe,2018,5.676,1.396,1.199,1.132,0.485,0.419,0.174
Netherlands,Europe,2016,4.062,1.064,1.13,0.775,0.37,0.013,0.092
Switzerland,Europe,2018,7.119,1.655,1.64,1.185,0.844,0.154,0.306
Germany,Europe,2016,4.872,1.143,1.151,0.9,0.811,0.109,0.14
Luxembourg,Europe,2018,5.706,1.333,1.184,1.092,0.345,0.446,0.052
Luxembourg,Europe,2025,7.789,1.807,1.58,1.448,0.676,0.296,0.281
India,South Asia,2015,7.106,1.8,1.572,1.352,0.647,0.307,0.488
Austria,Europe,2026,3.681,0.9,1.059,0.783,0.484,0.149,0.028
United States,North America,2025,7.359,1.856,1.707,1.289,0.661,0.29,0.441
Sweden,Europe,2026,5.871,1.357,1.342,1.0,0.383,0.115,0.182
Luxembourg,Europe,2015,4.601,1.175,0.942,0.914,0.694,0.06,0.393
Denmark,Europe,2016,5.351,1.365,1.214,0.913,0.741,0.307,0.086
Denmark,Europe,2019,6.336,1.497,1.479,1.142,0.408,0.395,0.298
Luxembourg,Europe,2025,7.187,1.845,1.645,1.258,0.795,0.507,0.498
Denmark,Europe,2020,4.838,1.164,1.059,0.925,0.783,0.434,0.394
New Zealand,Oceania,2019,4.185,0.977,1.041,0.887,0.833,0.286,0.464
Luxembourg,Europe,2025,4.026,0.983,1.111,0.867,0.307,0.161,0.103
Switzerland,Europe,2020,5.721,1.422,1.187,1.014,0.514,0.471,0.495
New Zealand,Oceania,2016,4.639,1.141,0.948,0.84,0.841,0.506,0.084
India,South Asia,2022,4.492,1.075,1.095,0.885,0.556,0.513,0.31
Denmark,Europe,2024,4.794,1.142,1.14,0.936,0.822,0.513,0.418
Austria,Europe,2016,6.13,1.592,1.231,1.08,0.401,0.307,0.419
India,South Asia,2017,6.508,1.583,1.542,1.202,0.886,0.147,0.462
New Zealand,Oceania,2018,5.985,1.41,1.405,1.193,0.772,0.369,0.224
Canada,North America,2015,5.011,1.235,1.252,1.03,0.87,0.251,0.273
Sweden,Europe,2015,6.125,1.398,1.455,1.072,0.583,0.505,0.498
Austria,Europe,2025,3.119,0.828,0.736,0.761,0.459,0.566,0.469
Luxembourg,Europe,2015,3.471,0.814,0.963,0.789,0.877,0.131,0.367
Norway,Europe,2026,4.577,1.208,1.088,0.845,0.461,0.292,0.237
Sweden,Europe,2023,7.008,1.659,1.614,1.313,0.647,0.388,0.02
Germany,Europe,2026,4.264,1.026,0.984,0.811,0.737,0.359,0.457
Luxembourg,Europe,2015,5.566,1.275,1.338,1.036,0.593,0.217,0.187
Canada,North America,2024,7.048,1.787,1.602,1.229,0.866,0.255,0.449
Austria,Europe,2019,3.597,1.083,1.046,0.761,0.77,0.56,0.01
Luxembourg,Europe,2015,6.011,1.58,1.344,1.108,0.839,0.304,0.236
Finland,Europe,2018,5.489,1.369,1.142,1.003,0.469,0.24,0.297
Sweden,Europe,2024,4.146,0.983,1.07,0.828,0.565,0.078,0.207
Finland,Europe,2021,5.791,1.347,1.242,1.165,0.627,0.172,0.457
India,South Asia,2023,3.418,1.0,0.782,0.713,0.864,0.343,0.212
Switzerland,Europe,2021,3.64,0.996,0.903,0.719,0.854,0.199,0.269
Germany,Europe,2018,5.532,1.386,1.197,1.112,0.57,0.317,0.328
Germany,Europe,2018,6.75,1.663,1.512,1.267,0.824,0.235,0.406
United States,North America,2024,6.787,1.68,1.57,1.161,0.726,0.252,0.038
Iceland,Europe,2021,6.658,1.583,1.573,1.252,0.484,0.143,0.22
Canada,North America,2021,4.042,1.039,0.835,0.787,0.433,0.159,0.041
India,South Asia,2018,4.128,1.154,0.854,0.817,0.618,0.413,0.019
Denmark,Europe,2020,3.015,0.78,0.793,0.734,0.376,0.102,0.335
Switzerland,Europe,2026,5.992,1.618,1.475,1.07,0.602,0.543,0.046
Australia,Oceania,2021,4.812,1.182,1.264,0.969,0.533,0.497,0.245
New Zealand,Oceania,2019,6.195,1.538,1.372,1.129,0.598,0.45,0.214
India,South Asia,2019,7.279,1.885,1.613,1.296,0.829,0.341,0.063
United States,North America,2025,5.14,1.415,1.223,1.046,0.755,0.186,0.359
Switzerland,Europe,2018,5.599,1.438,1.351,0.982,0.382,0.515,0.056
Switzerland,Europe,2017,4.33,1.082,0.952,0.898,0.884,0.12,0.391
India,South Asia,2016,7.486,1.787,1.553,1.334,0.357,0.182,0.115
United States,North America,2022,6.065,1.48,1.243,1.187,0.824,0.517,0.195
Denmark,Europe,2020,3.512,0.892,0.798,0.802,0.892,0.49,0.365
Norway,Europe,2025,6.696,1.76,1.486,1.135,0.398,0.35,0.167
Canada,North America,2017,5.936,1.525,1.17,1.09,0.559,0.424,0.191
United States,North America,2016,6.217,1.583,1.495,1.232,0.419,0.486,0.081
Austria,Europe,2019,3.481,0.972,0.867,0.748,0.707,0.372,0.147
Switzerland,Europe,2024,4.196,1.105,0.914,0.751,0.803,0.42,0.102
Australia,Oceania,2015,3.117,0.819,0.668,0.596,0.408,0.486,0.497
Austria,Europe,2023,6.514,1.558,1.563,1.25,0.474,0.405,0.359
Denmark,Europe,2025,7.146,1.795,1.584,1.216,0.545,0.26,0.367
Norway,Europe,2018,3.412,0.878,0.856,0.759,0.746,0.294,0.058
Iceland,Europe,2026,4.223,1.174,0.914,0.826,0.702,0.579,0.5
United States,North America,2024,6.583,1.688,1.544,1.278,0.567,0.25,0.23
Germany,Europe,2025,6.722,1.747,1.447,1.181,0.89,0.139,0.111
Switzerland,Europe,2024,3.862,1.0,0.883,0.713,0.648,0.224,0.231
Australia,Oceania,2026,6.686,1.6,1.406,1.153,0.561,0.278,0.265
Denmark,Europe,2016,7.343,1.818,1.433,1.324,0.354,0.426,0.195
Denmark,Europe,2022,7.524,1.81,1.593,1.347,0.418,0.556,0.216
Canada,North America,2017,6.661,1.57,1.342,1.212,0.703,0.342,0.328
Canada,North America,2022,5.285,1.302,1.343,0.903,0.479,0.565,0.492
Netherlands,Europe,2020,3.365,0.931,0.826,0.766,0.333,0.118,0.245
Austria,Europe,2022,6.325,1.647,1.45,1.137,0.827,0.083,0.13
Switzerland,Europe,2021,3.294,0.799,0.812,0.783,0.845,0.28,0.071
Germany,Europe,2025,4.812,1.161,0.991,0.957,0.649,0.175,0.389
Australia,Oceania,2018,3.463,1.042,0.924,0.669,0.666,0.243,0.318
Australia,Oceania,2020,5.33,1.407,1.244,0.916,0.339,0.183,0.215
Germany,Europe,2022,3.16,0.823,0.714,0.77,0.307,0.211,0.151
Austria,Europe,2021,3.271,0.972,0.829,0.681,0.436,0.294,0.182
Austria,Europe,2016,4.265,1.024,0.916,0.913,0.374,0.231,0.167
Sweden,Europe,2020,4.649,1.125,1.075,0.996,0.518,0.392,0.318
Austria,Europe,2021,6.417,1.465,1.348,1.237,0.624,0.063,0.138
Austria,Europe,2023,7.191,1.77,1.577,1.252,0.336,0.045,0.21
Iceland,Europe,2024,7.11,1.807,1.557,1.35,0.401,0.412,0.481
Norway,Europe,2016,6.12,1.596,1.288,1.217,0.385,0.577,0.451
Austria,Europe,2021,5.809,1.522,1.238,1.077,0.841,0.041,0.453
Finland,Europe,2021,6.695,1.539,1.361,1.289,0.374,0.379,0.391
Sweden,Europe,2023,6.354,1.464,1.393,1.12,0.687,0.533,0.063
Norway,Europe,2020,4.02,0.993,0.922,0.759,0.654,0.531,0.318
Switzerland,Europe,2016,3.432,1.008,0.998,0.797,0.636,0.197,0.32
Germany,Europe,2022,4.979,1.257,1.087,0.915,0.304,0.178,0.236
New Zealand,Oceania,2017,6.867,1.695,1.574,1.156,0.792,0.575,0.176
Luxembourg,Europe,2026,6.105,1.552,1.233,1.201,0.587,0.459,0.18
Luxembourg,Europe,2022,3.534,0.896,1.034,0.762,0.782,0.575,0.039
Netherlands,Europe,2016,7.454,1.831,1.632,1.304,0.789,0.31,0.413
Denmark,Europe,2022,6.104,1.525,1.308,1.055,0.694,0.038,0.478
Iceland,Europe,2019,3.788,0.9,1.033,0.792,0.406,0.484,0.329
Austria,Europe,2015,3.408,0.838,0.81,0.795,0.639,0.224,0.201
Sweden,Europe,2016,3.129,0.741,0.677,0.663,0.649,0.375,0.366
Switzerland,Europe,2021,4.548,1.159,0.945,0.982,0.753,0.373,0.294
Sweden,Europe,2023,4.236,1.038,1.027,0.749,0.345,0.336,0.46
Germany,Europe,2019,3.052,0.748,0.824,0.727,0.873,0.516,0.339
Sweden,Europe,2024,3.349,0.799,0.886,0.61,0.744,0.427,0.04
Luxembourg,Europe,2022,5.505,1.487,1.361,0.965,0.528,0.081,0.387
Norway,Europe,2023,7.458,1.743,1.649,1.417,0.699,0.041,0.294
New Zealand,Oceania,2022,3.146,0.826,0.746,0.73,0.524,0.44,0.008
Canada,North America,2023,3.141,0.796,0.778,0.693,0.892,0.213,0.028
Norway,Europe,2021,7.31,1.833,1.653,1.221,0.381,0.067,0.429
Sweden,Europe,2025,6.087,1.518,1.359,1.052,0.681,0.026,0.497
New Zealand,Oceania,2020,3.241,0.844,0.933,0.638,0.583,0.011,0.039
Luxembourg,Europe,2025,3.933,1.089,1.044,0.86,0.38,0.273,0.474
Germany,Europe,2024,3.561,0.959,1.018,0.722,0.802,0.298,0.053
Norway,Europe,2023,3.224,0.808,0.948,0.714,0.743,0.373,0.193
Luxembourg,Europe,2019,5.253,1.353,1.345,1.013,0.752,0.115,0.265
Norway,Europe,2023,3.151,0.824,0.807,0.688,0.833,0.463,0.15
Canada,North America,2019,5.637,1.485,1.238,0.964,0.671,0.334,0.477
Canada,North America,2022,6.149,1.521,1.321,1.181,0.786,0.429,0.042
Australia,Oceania,2026,4.65,1.235,1.093,0.938,0.631,0.333,0.255
Germany,Europe,2015,5.144,1.21,1.276,1.049,0.76,0.35,0.285
Canada,North America,2026,4.11,1.05,1.137,0.746,0.626,0.52,0.227
Sweden,Europe,2020,3.819,0.996,1.076,0.691,0.656,0.552,0.475
Finland,Europe,2018,6.976,1.67,1.586,1.174,0.858,0.251,0.115
Netherlands,Europe,2017,4.0,1.11,0.996,0.822,0.484,0.093,0.312
Iceland,Europe,2016,7.182,1.827,1.604,1.313,0.334,0.45,0.319
Netherlands,Europe,2025,6.936,1.784,1.628,1.224,0.631,0.544,0.158
Australia,Oceania,2021,7.761,1.921,1.792,1.367,0.392,0.105,0.366
Canada,North America,2025,3.726,1.116,0.82,0.769,0.702,0.492,0.23
Austria,Europe,2015,5.305,1.28,1.233,1.027,0.604,0.44,0.21
Iceland,Europe,2024,4.27,1.226,1.098,0.778,0.34,0.21,0.418
Netherlands,Europe,2016,5.608,1.353,1.327,0.941,0.466,0.408,0.273
Switzerland,Europe,2024,3.757,1.009,0.835,0.791,0.379,0.089,0.164
Australia,Oceania,2015,5.393,1.382,1.211,0.918,0.506,0.037,0.059
Germany,Europe,2015,3.759,1.08,0.965,0.765,0.739,0.577,0.209
New Zealand,Oceania,2017,7.693,1.935,1.718,1.374,0.604,0.33,0.326
Iceland,Europe,2024,6.755,1.763,1.487,1.19,0.717,0.109,0.484
Austria,Europe,2015,5.383,1.236,1.246,1.067,0.45,0.023,0.404
Australia,Oceania,2019,3.368,1.025,0.814,0.793,0.689,0.534,0.393
Netherlands,Europe,2025,5.524,1.298,1.233,1.119,0.477,0.293,0.192
Canada,North America,2025,3.93,0.98,1.065,0.852,0.774,0.463,0.23
Sweden,Europe,2017,7.442,1.697,1.636,1.279,0.636,0.394,0.22
Denmark,Europe,2025,5.491,1.491,1.249,0.948,0.794,0.133,0.185
Iceland,Europe,2015,4.631,1.17,1.172,0.839,0.582,0.012,0.254
Iceland,Europe,2020,4.355,1.089,0.909,0.825,0.599,0.259,0.14
Iceland,Europe,2024,6.448,1.613,1.554,1.256,0.359,0.157,0.434
Norway,Europe,2022,5.843,1.574,1.355,0.995,0.749,0.226,0.461
Germany,Europe,2024,5.357,1.405,1.299,1.036,0.676,0.399,0.136
Austria,Europe,2020,5.978,1.379,1.328,1.073,0.585,0.098,0.045
Sweden,Europe,2024,4.179,1.17,1.08,0.767,0.845,0.097,0.399
Austria,Europe,2024,3.378,0.926,0.799,0.683,0.775,0.397,0.223
Finland,Europe,2024,7.013,1.808,1.644,1.21,0.708,0.041,0.363
Iceland,Europe,2019,5.62,1.372,1.294,1.091,0.513,0.28,0.032
Australia,Oceania,2025,4.711,1.195,1.075,0.933,0.643,0.253,0.008
Netherlands,Europe,2017,7.222,1.831,1.694,1.211,0.434,0.324,0.118
Germany,Europe,2019,4.931,1.207,1.067,1.03,0.443,0.078,0.063
Australia,Oceania,2017,6.431,1.497,1.324,1.214,0.465,0.589,0.27
Germany,Europe,2020,5.649,1.523,1.125,1.029,0.487,0.343,0.005
Sweden,Europe,2026,5.328,1.397,1.193,0.994,0.837,0.127,0.109
Denmark,Europe,2017,6.169,1.496,1.366,1.071,0.382,0.143,0.458
New Zealand,Oceania,2021,3.673,0.87,0.789,0.71,0.787,0.193,0.093
Netherlands,Europe,2026,3.595,0.959,0.95,0.713,0.404,0.272,0.381
Germany,Europe,2026,3.34,0.864,0.826,0.644,0.316,0.132,0.218
Switzerland,Europe,2017,6.436,1.604,1.389,1.169,0.693,0.597,0.388
Germany,Europe,2017,6.699,1.642,1.399,1.157,0.54,0.001,0.088
Sweden,Europe,2016,7.22,1.787,1.56,1.209,0.593,0.239,0.158
Austria,Europe,2018,3.294,0.936,0.94,0.776,0.748,0.169,0.3
Netherlands,Europe,2024,3.562,0.993,0.996,0.648,0.364,0.339,0.109
Australia,Oceania,2025,4.03,0.966,0.989,0.877,0.711,0.491,0.133
Netherlands,Europe,2026,4.81,1.321,1.107,0.875,0.456,0.341,0.04
Canada,North America,2019,4.303,1.081,0.945,0.746,0.716,0.354,0.405
Luxembourg,Europe,2022,7.458,1.773,1.716,1.24,0.746,0.348,0.179
Luxembourg,Europe,2026,5.903,1.355,1.313,1.106,0.74,0.595,0.13
Sweden,Europe,2019,4.637,1.253,1.214,0.99,0.867,0.528,0.495
Canada,North America,2015,7.552,1.902,1.51,1.242,0.429,0.467,0.316
Switzerland,Europe,2016,6.561,1.529,1.528,1.243,0.884,0.09,0.453
Netherlands,Europe,2019,4.997,1.266,1.188,1.049,0.66,0.556,0.128
Luxembourg,Europe,2024,5.968,1.472,1.21,1.165,0.343,0.019,0.099
Austria,Europe,2015,3.292,0.935,0.824,0.676,0.387,0.263,0.195
New Zealand,Oceania,2022,4.049,0.964,0.907,0.841,0.344,0.229,0.257
New Zealand,Oceania,2018,7.05,1.83,1.615,1.275,0.816,0.339,0.179
Germany,Europe,2023,5.714,1.509,1.169,0.965,0.774,0.389,0.411
Austria,Europe,2019,4.207,1.024,0.959,0.907,0.308,0.006,0.108
